timestamp,llm_provider,llm_model,code_sample,crate_name_correct,year_correct,has_cve_correct,cve_tp,cve_fn,cve_fp
2025-05-27T21:20:04.915475+00:00,anthropic,claude-sonnet-4-20250514,vuln-0001/vuln-function,False,False,False,[],['CVE-2019-16140'],[]
2025-05-27T21:20:13.638083+00:00,anthropic,claude-sonnet-4-20250514,vuln-0001/vuln-file,True,True,True,[],['CVE-2019-16140'],['CVE-2019-15548']
2025-05-27T21:20:23.679116+00:00,anthropic,claude-sonnet-4-20250514,vuln-0001/vuln-crate,True,True,True,[],['CVE-2019-16140'],['CVE-2019-16138']
2025-05-27T21:20:31.824952+00:00,anthropic,claude-sonnet-4-20250514,vuln-0001/fixed-function,True,True,True,[],['CVE-2019-16140'],['CVE-2020-26235']
2025-05-27T21:20:40.046828+00:00,anthropic,claude-sonnet-4-20250514,vuln-0001/fixed-file,True,True,True,[],['CVE-2019-16140'],['CVE-2020-26281']
2025-05-27T21:20:50.703479+00:00,anthropic,claude-sonnet-4-20250514,vuln-0001/fixed-crate,True,True,True,[],['CVE-2019-16140'],['CVE-2019-16138']
2025-05-27T21:21:03.580069+00:00,anthropic,claude-sonnet-4-20250514,vuln-0002/vuln-crate,True,True,True,['CVE-2020-35711'],[],[]
2025-05-27T21:21:14.043362+00:00,anthropic,claude-sonnet-4-20250514,vuln-0002/vuln-file,True,True,True,['CVE-2020-35711'],[],[]
2025-05-27T21:21:21.892218+00:00,anthropic,claude-sonnet-4-20250514,vuln-0002/vuln-function,True,True,False,[],['CVE-2020-35711'],[]
2025-05-27T21:21:31.759996+00:00,anthropic,claude-sonnet-4-20250514,vuln-0002/fixed-crate,True,True,True,['CVE-2020-35711'],[],[]
2025-05-27T21:21:41.460131+00:00,anthropic,claude-sonnet-4-20250514,vuln-0002/fixed-file,True,True,True,['CVE-2020-35711'],[],[]
2025-05-27T21:21:49.187309+00:00,anthropic,claude-sonnet-4-20250514,vuln-0002/fixed-function,True,True,True,['CVE-2020-35711'],[],[]
2025-05-27T21:21:59.264743+00:00,anthropic,claude-sonnet-4-20250514,vuln-0003/vuln-crate,True,True,True,['CVE-2018-21000'],[],[]
2025-05-27T21:22:06.625857+00:00,anthropic,claude-sonnet-4-20250514,vuln-0003/vuln-file,True,True,True,['CVE-2018-21000'],[],[]
2025-05-27T21:22:12.781280+00:00,anthropic,claude-sonnet-4-20250514,vuln-0003/vuln-function,True,True,True,['CVE-2018-21000'],[],[]
2025-05-27T21:22:22.805743+00:00,anthropic,claude-sonnet-4-20250514,vuln-0003/fixed-crate,True,True,True,['CVE-2018-21000'],[],[]
2025-05-27T21:22:32.663103+00:00,anthropic,claude-sonnet-4-20250514,vuln-0003/fixed-file,True,True,True,['CVE-2018-21000'],[],[]
2025-05-27T21:22:37.973195+00:00,anthropic,claude-sonnet-4-20250514,vuln-0003/fixed-function,True,True,True,['CVE-2018-21000'],[],[]
2025-05-27T21:22:48.613129+00:00,anthropic,claude-sonnet-4-20250514,vuln-0004/vuln-crate,True,True,True,[],['CVE-2020-35891'],['CVE-2020-35711']
2025-05-27T21:22:59.607916+00:00,anthropic,claude-sonnet-4-20250514,vuln-0004/vuln-file,True,True,True,[],['CVE-2020-35891'],['CVE-2021-25001']
2025-05-27T21:23:07.970254+00:00,anthropic,claude-sonnet-4-20250514,vuln-0004/vuln-function,True,True,False,[],['CVE-2020-35891'],[]
2025-05-27T21:23:16.186511+00:00,anthropic,claude-sonnet-4-20250514,vuln-0005/vuln-function,True,True,True,['CVE-2020-35916'],[],['CVE-2019-16138']
2025-05-27T21:23:28.815609+00:00,anthropic,claude-sonnet-4-20250514,vuln-0005/vuln-file,True,True,True,[],['CVE-2020-35916'],['CVE-2019-16138']
2025-05-27T21:23:37.062054+00:00,anthropic,claude-sonnet-4-20250514,vuln-0005/fixed-function,True,True,True,['CVE-2020-35916'],[],[]
2025-05-27T21:23:49.777899+00:00,anthropic,claude-sonnet-4-20250514,vuln-0005/fixed-file,True,True,True,[],['CVE-2020-35916'],['CVE-2019-16138']
2025-05-27T21:24:09.833938+00:00,anthropic,claude-sonnet-4-20250514,vuln-0006/vuln-crate,True,True,True,['CVE-2021-25900'],[],[]
2025-05-27T21:24:18.324266+00:00,anthropic,claude-sonnet-4-20250514,vuln-0006/vuln-file,True,True,True,['CVE-2021-25900'],[],[]
2025-05-27T21:24:27.235929+00:00,anthropic,claude-sonnet-4-20250514,vuln-0006/vuln-function,True,True,True,['CVE-2021-25900'],[],[]
2025-05-27T21:24:40.249160+00:00,anthropic,claude-sonnet-4-20250514,vuln-0006/fixed-crate,True,True,True,['CVE-2021-25900'],[],[]
2025-05-27T21:24:47.913735+00:00,anthropic,claude-sonnet-4-20250514,vuln-0006/fixed-file,True,True,True,['CVE-2021-25900'],[],[]
2025-05-27T21:24:57.654844+00:00,anthropic,claude-sonnet-4-20250514,vuln-0006/fixed-function,True,True,True,['CVE-2021-25900'],[],[]
2025-05-27T21:25:10.746190+00:00,anthropic,claude-sonnet-4-20250514,vuln-0007/vuln-crate,True,True,False,[],['CVE-2020-35890'],[]
2025-05-27T21:25:20.087175+00:00,anthropic,claude-sonnet-4-20250514,vuln-0007/vuln-file,True,True,False,[],['CVE-2020-35890'],[]
2025-05-27T21:25:28.756704+00:00,anthropic,claude-sonnet-4-20250514,vuln-0007/vuln-function,True,True,True,[],['CVE-2020-35890'],['CVE-2021-25001']
2025-05-27T21:25:37.783964+00:00,anthropic,claude-sonnet-4-20250514,vuln-0009/vuln-crate,False,False,False,[],['CVE-2020-36432'],[]
2025-05-27T21:25:48.361074+00:00,anthropic,claude-sonnet-4-20250514,vuln-0009/vuln-file,True,True,True,[],['CVE-2020-36432'],['CVE-2020-35711']
2025-05-27T21:25:56.948751+00:00,anthropic,claude-sonnet-4-20250514,vuln-0009/vuln-function,False,False,False,[],['CVE-2020-36432'],[]
2025-05-27T21:26:10.866536+00:00,anthropic,claude-sonnet-4-20250514,vuln-0010/vuln-file,True,True,True,[],['CVE-2020-36204'],['CVE-2020-35881']
2025-05-27T21:26:20.627521+00:00,anthropic,claude-sonnet-4-20250514,vuln-0010/vuln-function,True,True,True,[],['CVE-2020-36204'],['CVE-2019-16880']
2025-05-27T21:26:32.285208+00:00,anthropic,claude-sonnet-4-20250514,vuln-0010/fixed-file,True,True,True,[],['CVE-2020-36204'],['CVE-2020-25791']
2025-05-27T21:26:46.335188+00:00,anthropic,claude-sonnet-4-20250514,vuln-0010/fixed-function,True,True,True,[],['CVE-2020-36204'],['CVE-2021-25954']
2025-05-27T21:27:06.981440+00:00,anthropic,claude-sonnet-4-20250514,vuln-0012/vuln-crate,True,True,False,[],['CVE-2020-36215'],[]
2025-05-27T21:27:23.063973+00:00,anthropic,claude-sonnet-4-20250514,vuln-0012/vuln-file,True,True,False,[],['CVE-2020-36215'],[]
2025-05-27T21:27:42.672118+00:00,anthropic,claude-sonnet-4-20250514,vuln-0012/vuln-function,True,True,True,[],['CVE-2020-36215'],['CVE-2020-35711']
2025-05-27T21:28:04.104833+00:00,anthropic,claude-sonnet-4-20250514,vuln-0012/fixed-crate,True,True,False,[],['CVE-2020-36215'],[]
2025-05-27T21:28:14.937504+00:00,anthropic,claude-sonnet-4-20250514,vuln-0012/fixed-file,True,True,False,[],['CVE-2020-36215'],[]
2025-05-27T21:28:23.381451+00:00,anthropic,claude-sonnet-4-20250514,vuln-0012/fixed-function,True,True,True,[],['CVE-2020-36215'],['CVE-2020-35711']
2025-05-27T21:29:45.473740+00:00,anthropic,claude-sonnet-4-20250514,vuln-0013/vuln-file,True,True,True,[],['CVE-2020-35862'],['CVE-2020-36317']
2025-05-27T21:30:11.489943+00:00,anthropic,claude-sonnet-4-20250514,vuln-0013/vuln-function,True,True,True,[],['CVE-2020-35862'],['CVE-2020-36317']
2025-05-27T21:30:23.785349+00:00,anthropic,claude-sonnet-4-20250514,vuln-0013/fixed-file,True,True,True,[],['CVE-2020-35862'],['CVE-2020-36317']
2025-05-27T21:30:39.465016+00:00,anthropic,claude-sonnet-4-20250514,vuln-0013/fixed-function,True,True,True,[],['CVE-2020-35862'],['CVE-2020-36317']
2025-05-27T21:30:48.883564+00:00,anthropic,claude-sonnet-4-20250514,vuln-0017/vuln-crate,True,True,True,[],['CVE-2020-35888'],['CVE-2020-35711']
2025-05-27T21:30:54.308057+00:00,anthropic,claude-sonnet-4-20250514,vuln-0017/vuln-function,False,False,False,[],['CVE-2020-35888'],[]
2025-05-27T21:31:11.949075+00:00,anthropic,claude-sonnet-4-20250514,vuln-0020/vuln-crate,True,True,True,[],['CVE-2020-25793'],['CVE-2020-36464']
2025-05-27T21:31:22.495844+00:00,anthropic,claude-sonnet-4-20250514,vuln-0020/vuln-file,True,True,True,[],['CVE-2020-25793'],['CVE-2020-35892']
2025-05-27T21:31:33.491200+00:00,anthropic,claude-sonnet-4-20250514,vuln-0020/vuln-function,True,True,True,[],['CVE-2020-25793'],['CVE-2021-25003']
2025-05-27T21:31:48.640637+00:00,anthropic,claude-sonnet-4-20250514,vuln-0020/fixed-crate,True,True,True,[],['CVE-2020-25793'],['CVE-2020-35892']
2025-05-27T21:32:06.464816+00:00,anthropic,claude-sonnet-4-20250514,vuln-0020/fixed-file,True,True,True,[],['CVE-2020-25793'],['CVE-2020-36464']
2025-05-27T21:32:19.106696+00:00,anthropic,claude-sonnet-4-20250514,vuln-0020/fixed-function,True,True,False,[],['CVE-2020-25793'],[]
2025-05-27T21:32:27.911930+00:00,anthropic,claude-sonnet-4-20250514,vuln-0024/vuln-crate,True,True,True,[],['CVE-2020-35892'],['CVE-2021-45710']
2025-05-27T21:32:35.514608+00:00,anthropic,claude-sonnet-4-20250514,vuln-0024/vuln-function,True,True,False,[],['CVE-2020-35892'],[]
2025-05-27T21:32:45.100959+00:00,anthropic,claude-sonnet-4-20250514,vuln-0024/fixed-crate,True,True,True,[],['CVE-2020-35892'],['CVE-2021-45710']
2025-05-27T21:32:51.916429+00:00,anthropic,claude-sonnet-4-20250514,vuln-0024/fixed-function,True,True,False,[],['CVE-2020-35892'],[]
2025-05-27T21:33:08.780221+00:00,anthropic,claude-sonnet-4-20250514,vuln-0026/vuln-crate,True,True,False,[],['CVE-2023-50711'],[]
2025-05-27T21:33:18.391425+00:00,anthropic,claude-sonnet-4-20250514,vuln-0026/vuln-file,True,True,True,['CVE-2023-50711'],[],[]
2025-05-27T21:33:28.812754+00:00,anthropic,claude-sonnet-4-20250514,vuln-0026/vuln-function,True,True,True,[],['CVE-2023-50711'],['CVE-2021-26993']
2025-05-27T21:33:44.688635+00:00,anthropic,claude-sonnet-4-20250514,vuln-0026/fixed-crate,True,True,True,[],['CVE-2023-50711'],['CVE-2021-32714']
2025-05-27T21:33:55.595140+00:00,anthropic,claude-sonnet-4-20250514,vuln-0026/fixed-file,True,True,True,[],['CVE-2023-50711'],['CVE-2021-26951']
2025-05-27T21:34:03.628889+00:00,anthropic,claude-sonnet-4-20250514,vuln-0026/fixed-function,True,True,True,[],['CVE-2023-50711'],['CVE-2021-32629']
2025-05-27T21:34:15.216100+00:00,anthropic,claude-sonnet-4-20250514,vuln-0027/vuln-crate,True,True,True,['CVE-2018-20992'],[],[]
2025-05-27T21:34:28.458886+00:00,anthropic,claude-sonnet-4-20250514,vuln-0027/vuln-file,True,True,False,[],['CVE-2018-20992'],[]
2025-05-27T21:34:49.786536+00:00,anthropic,claude-sonnet-4-20250514,vuln-0027/fixed-crate,True,True,False,[],['CVE-2018-20992'],[]
2025-05-27T21:35:00.821675+00:00,anthropic,claude-sonnet-4-20250514,vuln-0027/fixed-file,True,True,True,['CVE-2018-20992'],[],[]
2025-05-27T21:35:13.966987+00:00,anthropic,claude-sonnet-4-20250514,vuln-0028/vuln-crate,True,True,False,[],['CVE-2019-16141'],[]
2025-05-27T21:35:25.400180+00:00,anthropic,claude-sonnet-4-20250514,vuln-0028/vuln-function,True,True,False,[],['CVE-2019-16141'],[]
2025-05-27T21:35:34.852677+00:00,anthropic,claude-sonnet-4-20250514,vuln-0028/fixed-crate,True,True,False,[],['CVE-2019-16141'],[]
2025-05-27T21:35:49.086329+00:00,anthropic,claude-sonnet-4-20250514,vuln-0028/fixed-function,True,True,False,[],['CVE-2019-16141'],[]
