timestamp,llm_provider,llm_model,code_sample,existence_correct,cwe_tp,cwe_fp,cwe_fn,func_tp,func_fp,func_fn,line_tp,line_fp,line_fn
2025-05-28T17:41:07.586785+00:00,anthropic,claude-3-7-sonnet-20250219,vuln-0001/vuln-function,True,0,2,1,1,1,0,1,3,0
2025-05-28T17:41:14.903914+00:00,anthropic,claude-3-7-sonnet-20250219,vuln-0001/vuln-file,True,0,2,1,1,1,0,1,1,0
2025-05-28T17:41:31.628536+00:00,anthropic,claude-3-7-sonnet-20250219,vuln-0001/vuln-crate,True,1,0,0,0,1,1,0,1,1
2025-05-28T17:41:40.022182+00:00,anthropic,claude-3-7-sonnet-20250219,vuln-0001/fixed-function,False,0,2,0,0,2,0,0,4,0
2025-05-28T17:41:48.216948+00:00,anthropic,claude-3-7-sonnet-20250219,vuln-0001/fixed-file,False,0,1,0,0,1,0,0,1,0
2025-05-28T17:41:53.071861+00:00,anthropic,claude-3-7-sonnet-20250219,vuln-0001/fixed-crate,False,0,1,0,0,2,0,0,2,0
2025-05-28T17:42:31.011058+00:00,anthropic,claude-3-7-sonnet-20250219,vuln-0002/vuln-file,True,1,0,0,0,1,3,1,0,1
2025-05-28T17:42:42.686674+00:00,anthropic,claude-3-7-sonnet-20250219,vuln-0002/vuln-function,True,1,0,0,1,0,2,1,0,1
2025-05-28T17:43:26.877194+00:00,anthropic,claude-3-7-sonnet-20250219,vuln-0002/fixed-function,True,0,0,0,0,0,0,0,0,0
2025-05-28T17:43:32.654230+00:00,anthropic,claude-3-7-sonnet-20250219,vuln-0003/vuln-crate,True,1,1,0,0,1,2,1,0,1
2025-05-28T17:43:41.419147+00:00,anthropic,claude-3-7-sonnet-20250219,vuln-0003/vuln-file,True,1,1,0,0,1,2,1,0,1
2025-05-28T17:43:43.784327+00:00,anthropic,claude-3-7-sonnet-20250219,vuln-0003/vuln-function,True,1,1,0,1,0,0,1,0,0
2025-05-28T17:43:50.798765+00:00,anthropic,claude-3-7-sonnet-20250219,vuln-0003/fixed-crate,False,0,2,0,0,2,0,0,8,0
2025-05-28T17:43:55.113722+00:00,anthropic,claude-3-7-sonnet-20250219,vuln-0003/fixed-file,True,0,0,0,0,0,0,0,0,0
2025-05-28T17:44:40.456713+00:00,anthropic,claude-3-7-sonnet-20250219,vuln-0004/vuln-crate,True,0,1,1,0,10,2,0,10,2
2025-05-28T17:44:45.277180+00:00,anthropic,claude-3-7-sonnet-20250219,vuln-0004/vuln-file,True,0,2,1,0,1,2,0,1,2
2025-05-28T17:44:59.811138+00:00,anthropic,claude-3-7-sonnet-20250219,vuln-0004/vuln-function,True,0,2,1,0,1,2,0,1,2
2025-05-28T17:45:13.023338+00:00,anthropic,claude-3-7-sonnet-20250219,vuln-0005/vuln-function,True,0,2,1,1,0,0,1,0,0
2025-05-28T17:45:21.261694+00:00,anthropic,claude-3-7-sonnet-20250219,vuln-0005/vuln-file,True,0,1,1,1,1,0,1,1,0
2025-05-28T17:45:39.869504+00:00,anthropic,claude-3-7-sonnet-20250219,vuln-0005/fixed-function,False,0,2,0,0,1,0,0,1,0
2025-05-28T17:45:54.701840+00:00,anthropic,claude-3-7-sonnet-20250219,vuln-0005/fixed-file,False,0,1,0,0,2,0,0,2,0
2025-05-28T17:46:05.648192+00:00,anthropic,claude-3-7-sonnet-20250219,vuln-0006/vuln-crate,True,1,0,0,1,0,0,0,1,2
2025-05-28T17:46:39.038099+00:00,anthropic,claude-3-7-sonnet-20250219,vuln-0006/vuln-file,True,1,1,0,1,0,0,0,2,2
2025-05-28T17:46:46.592273+00:00,anthropic,claude-3-7-sonnet-20250219,vuln-0006/vuln-function,True,1,1,0,1,0,0,0,5,2
2025-05-28T17:47:22.864447+00:00,anthropic,claude-3-7-sonnet-20250219,vuln-0006/fixed-crate,False,0,1,0,0,1,0,0,1,0
2025-05-28T17:47:29.418441+00:00,anthropic,claude-3-7-sonnet-20250219,vuln-0006/fixed-file,False,0,1,0,0,1,0,0,1,0
2025-05-28T17:47:33.616667+00:00,anthropic,claude-3-7-sonnet-20250219,vuln-0006/fixed-function,False,0,2,0,0,1,0,0,2,0
2025-05-28T17:47:56.557998+00:00,anthropic,claude-3-7-sonnet-20250219,vuln-0007/vuln-crate,True,1,1,0,0,1,17,1,0,17
2025-05-28T17:48:02.503533+00:00,anthropic,claude-3-7-sonnet-20250219,vuln-0007/vuln-file,True,0,2,1,2,0,15,2,0,16
2025-05-28T17:48:07.143390+00:00,anthropic,claude-3-7-sonnet-20250219,vuln-0007/vuln-function,True,1,1,0,0,1,17,1,0,17
2025-05-28T17:48:13.128574+00:00,anthropic,claude-3-7-sonnet-20250219,vuln-0009/vuln-crate,True,0,1,1,0,2,2,1,10,1
2025-05-28T17:48:21.756020+00:00,anthropic,claude-3-7-sonnet-20250219,vuln-0009/vuln-file,True,0,1,1,0,2,2,1,11,1
2025-05-28T17:48:26.533508+00:00,anthropic,claude-3-7-sonnet-20250219,vuln-0009/vuln-function,True,0,1,1,1,0,1,1,3,1
2025-05-28T17:49:12.352124+00:00,anthropic,claude-3-7-sonnet-20250219,vuln-0010/vuln-file,True,0,1,1,0,1,2,0,1,2
2025-05-28T17:49:19.393694+00:00,anthropic,claude-3-7-sonnet-20250219,vuln-0010/vuln-function,True,0,1,1,0,1,2,0,1,2
2025-05-28T17:49:36.097860+00:00,anthropic,claude-3-7-sonnet-20250219,vuln-0010/fixed-file,False,0,1,0,0,1,0,0,1,0
2025-05-28T17:49:50.937768+00:00,anthropic,claude-3-7-sonnet-20250219,vuln-0010/fixed-function,False,0,2,0,0,1,0,0,1,0
2025-05-28T17:49:56.132764+00:00,anthropic,claude-3-7-sonnet-20250219,vuln-0012/vuln-crate,True,1,0,1,0,1,2,0,1,2
2025-05-28T17:49:59.944713+00:00,anthropic,claude-3-7-sonnet-20250219,vuln-0012/vuln-file,True,0,1,2,0,1,2,0,2,2
2025-05-28T17:50:03.020532+00:00,anthropic,claude-3-7-sonnet-20250219,vuln-0012/vuln-function,True,1,0,1,2,0,0,2,0,0
2025-05-28T17:50:07.729373+00:00,anthropic,claude-3-7-sonnet-20250219,vuln-0012/fixed-crate,False,0,1,0,0,1,0,0,1,0
2025-05-28T17:50:10.707010+00:00,anthropic,claude-3-7-sonnet-20250219,vuln-0012/fixed-file,True,0,0,0,0,0,0,0,0,0
2025-05-28T17:50:12.952967+00:00,anthropic,claude-3-7-sonnet-20250219,vuln-0012/fixed-function,True,0,0,0,0,0,0,0,0,0
2025-05-28T17:50:26.374372+00:00,anthropic,claude-3-7-sonnet-20250219,vuln-0013/vuln-file,True,0,1,2,0,1,1,0,1,1
2025-05-28T17:50:52.680487+00:00,anthropic,claude-3-7-sonnet-20250219,vuln-0013/vuln-function,True,0,2,2,0,1,1,0,1,1
2025-05-28T17:51:05.896503+00:00,anthropic,claude-3-7-sonnet-20250219,vuln-0013/fixed-file,False,0,1,0,0,1,0,0,1,0
2025-05-28T17:51:14.393409+00:00,anthropic,claude-3-7-sonnet-20250219,vuln-0013/fixed-function,False,0,2,0,0,1,0,0,2,0
2025-05-28T17:51:25.354098+00:00,anthropic,claude-3-7-sonnet-20250219,vuln-0017/vuln-crate,True,0,3,1,0,2,1,0,2,2
2025-05-28T17:51:27.604788+00:00,anthropic,claude-3-7-sonnet-20250219,vuln-0017/vuln-function,True,0,1,1,1,0,0,2,0,0
2025-05-28T17:51:43.983672+00:00,anthropic,claude-3-7-sonnet-20250219,vuln-0020/vuln-crate,True,0,1,1,0,1,1,0,3,2
2025-05-28T17:51:56.890674+00:00,anthropic,claude-3-7-sonnet-20250219,vuln-0020/vuln-file,True,0,1,1,0,1,1,0,1,2
2025-05-28T17:52:01.508311+00:00,anthropic,claude-3-7-sonnet-20250219,vuln-0020/vuln-function,True,0,2,1,0,1,1,0,1,2
2025-05-28T17:52:17.681966+00:00,anthropic,claude-3-7-sonnet-20250219,vuln-0020/fixed-crate,False,0,1,0,0,1,0,0,2,0
2025-05-28T17:52:56.589693+00:00,anthropic,claude-3-7-sonnet-20250219,vuln-0020/fixed-function,False,0,2,0,0,1,0,0,1,0
2025-05-28T17:53:02.093400+00:00,anthropic,claude-3-7-sonnet-20250219,vuln-0024/vuln-crate,True,1,2,0,1,1,0,1,3,0
2025-05-28T17:53:04.473670+00:00,anthropic,claude-3-7-sonnet-20250219,vuln-0024/vuln-function,True,1,1,0,1,0,0,1,0,0
2025-05-28T17:53:07.853259+00:00,anthropic,claude-3-7-sonnet-20250219,vuln-0024/fixed-crate,False,0,1,0,0,1,0,0,1,0
2025-05-28T17:53:10.926245+00:00,anthropic,claude-3-7-sonnet-20250219,vuln-0024/fixed-function,True,0,0,0,0,0,0,0,0,0
2025-05-28T17:53:33.273215+00:00,anthropic,claude-3-7-sonnet-20250219,vuln-0026/vuln-crate,True,0,1,1,0,1,1,0,3,2
2025-05-28T17:53:44.510270+00:00,anthropic,claude-3-7-sonnet-20250219,vuln-0026/vuln-file,True,1,1,0,0,2,1,0,2,2
2025-05-28T17:53:51.823700+00:00,anthropic,claude-3-7-sonnet-20250219,vuln-0026/vuln-function,True,1,1,0,1,0,0,0,1,2
2025-05-28T17:54:12.993326+00:00,anthropic,claude-3-7-sonnet-20250219,vuln-0026/fixed-crate,False,0,1,0,0,1,0,0,1,0
2025-05-28T17:54:28.337361+00:00,anthropic,claude-3-7-sonnet-20250219,vuln-0026/fixed-file,False,0,2,0,0,1,0,0,1,0
2025-05-28T17:54:45.136363+00:00,anthropic,claude-3-7-sonnet-20250219,vuln-0026/fixed-function,False,0,2,0,0,1,0,0,1,0
2025-05-28T17:54:58.557568+00:00,anthropic,claude-3-7-sonnet-20250219,vuln-0027/vuln-crate,True,0,1,1,0,1,3,0,1,3
2025-05-28T17:55:15.144039+00:00,anthropic,claude-3-7-sonnet-20250219,vuln-0027/vuln-file,True,0,1,1,0,1,3,0,2,3
2025-05-28T17:55:37.775791+00:00,anthropic,claude-3-7-sonnet-20250219,vuln-0027/fixed-crate,False,0,1,0,0,1,0,0,1,0
2025-05-28T17:56:01.931936+00:00,anthropic,claude-3-7-sonnet-20250219,vuln-0027/fixed-file,False,0,1,0,0,1,0,0,2,0
2025-05-28T17:56:24.112320+00:00,anthropic,claude-3-7-sonnet-20250219,vuln-0028/vuln-crate,True,0,1,1,0,1,1,0,1,2
2025-05-28T17:56:33.784573+00:00,anthropic,claude-3-7-sonnet-20250219,vuln-0028/vuln-function,True,0,1,1,0,1,1,0,1,2
2025-05-28T17:56:39.314231+00:00,anthropic,claude-3-7-sonnet-20250219,vuln-0028/fixed-crate,False,0,1,0,0,1,0,0,1,0
2025-05-28T17:56:44.047168+00:00,anthropic,claude-3-7-sonnet-20250219,vuln-0028/fixed-function,False,0,1,0,0,1,0,0,3,0
